tag.number.full,DT,Location,Type,Num_Detect,Date,Species,Gender,Length,Time,sponser,name,school,school_class,Location2,Name,LAT,LONG,color
900_228000637857,2021-05-19T08:42:40Z,D2,HA,5,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T08:42:44Z,D2,HA,13,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T08:42:51Z,D2,HA,8,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T08:44:14Z,D2,HA,5,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T08:44:21Z,D2,HA,14,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T08:47:03Z,D2,HA,242,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T08:47:52Z,D2,HA,4,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T08:47:56Z,D2,HA,2,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T08:59:40Z,D2,HA,625,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T08:59:43Z,D2,HA,4,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T08:59:48Z,D2,HA,1,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T09:01:33Z,D2,HA,597,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T09:03:56Z,D2,HA,2,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T19:04:35Z,D2,HA,9780,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T19:04:37Z,D2,HA,0,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T19:09:12Z,D2,HA,964,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T21:59:02Z,D2,HA,8075,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T21:59:15Z,D2,HA,31,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T22:05:45Z,D2,HA,2228,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T22:05:47Z,D2,HA,2,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T22:06:45Z,D2,HA,317,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T22:09:47Z,D2,HA,1045,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T23:48:58Z,D2,HA,4704,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T23:49:06Z,D2,HA,2,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T23:53:13Z,D2,HA,1364,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T23:53:40Z,D2,HA,130,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T23:56:10Z,D2,HA,274,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637857,2021-05-19T23:57:41Z,D2,HA,455,4/20/21,A,M,27.3,19:51:00,,Cheese Puff,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637859,2021-04-21T00:44:51Z,A5,HA,15,4/20/21,A,N,27.7,19:54:00,,Mr.Rennard,Mullen_Hall,Mullen_Tabaracci,3,Dexters 1,41.5855,-70.572629,#3182bd
900_228000637859,2021-04-21T01:52:16Z,J1,HA,89								,4/20/21,A,N,27.7,19:54:00,,Mr.Rennard,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637859,2021-04-21T01:52:19Z,J1,HA,4								,4/20/21,A,N,27.7,19:54:00,,Mr.Rennard,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637859,2021-04-21T01:52:55Z,J2,HA,100								,4/20/21,A,N,27.7,19:54:00,,Mr.Rennard,Mullen_Hall,Mullen_Tabaracci,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
900_228000637859,2021-04-21T01:54:06Z,J3,HA,130								,4/20/21,A,N,27.7,19:54:00,,Mr.Rennard,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637859,2021-04-21T01:54:07Z,J3,HA,2								,4/20/21,A,N,27.7,19:54:00,,Mr.Rennard,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637860,2021-04-21T02:49:04Z,J1,HA,157								,4/20/21,A,N,27.3,19:55:00,,Marilyn,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637860,2021-04-21T02:49:05Z,J1,HA,2								,4/20/21,A,N,27.3,19:55:00,,Marilyn,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637860,2021-04-21T02:49:06Z,J1,HA,1								,4/20/21,A,N,27.3,19:55:00,,Marilyn,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637860,2021-04-21T02:49:49Z,J1,HA,16								,4/20/21,A,N,27.3,19:55:00,,Marilyn,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637860,2021-04-21T02:49:50Z,J1,HA,1								,4/20/21,A,N,27.3,19:55:00,,Marilyn,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637860,2021-04-21T02:50:40Z,J1,HA,123								,4/20/21,A,N,27.3,19:55:00,,Marilyn,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637860,2021-04-21T02:50:41Z,J1,HA,1								,4/20/21,A,N,27.3,19:55:00,,Marilyn,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637860,2021-04-21T02:50:43Z,J1,HA,1								,4/20/21,A,N,27.3,19:55:00,,Marilyn,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637860,2021-04-21T02:51:12Z,J2,HA,406								,4/20/21,A,N,27.3,19:55:00,,Marilyn,Mullen_Hall,Mullen_Tabaracci,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
900_228000637860,2021-04-21T02:53:41Z,J3,HA,268								,4/20/21,A,N,27.3,19:55:00,,Marilyn,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637860,2021-04-21T02:53:42Z,J3,HA,1								,4/20/21,A,N,27.3,19:55:00,,Marilyn,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637860,2021-04-21T02:54:21Z,J4,HA,294								,4/20/21,A,N,27.3,19:55:00,,Marilyn,Mullen_Hall,Mullen_Tabaracci,12,Above JP Crossing,41.5898,-70.572418,#d95f0e
900_228000637860,2021-04-21T02:54:23Z,J4,HA,5								,4/20/21,A,N,27.3,19:55:00,,Marilyn,Mullen_Hall,Mullen_Tabaracci,12,Above JP Crossing,41.5898,-70.572418,#d95f0e
900_228000637861,2021-04-21T00:28:56Z,A5,HA,3225,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,3,Dexters 1,41.5855,-70.572629,#3182bd
900_228000637861,2021-04-21T00:29:00Z,A5,HA,7,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,3,Dexters 1,41.5855,-70.572629,#3182bd
900_228000637861,2021-04-21T01:44:09Z,J1,HA,241								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637861,2021-04-21T01:44:10Z,J1,HA,1								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637861,2021-04-21T01:44:12Z,J1,HA,4								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637861,2021-04-21T01:44:36Z,J2,HA,249								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
900_228000637861,2021-04-21T01:44:57Z,J2,HA,49								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
900_228000637861,2021-04-21T01:45:03Z,J1,HA,19								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637861,2021-04-21T01:45:04Z,J1,HA,1								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637861,2021-04-21T01:46:28Z,J1,HA,33								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637861,2021-04-21T01:46:32Z,J1,HA,4								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637861,2021-04-21T01:46:58Z,J1,HA,64								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637861,2021-04-21T01:46:59Z,J1,HA,1								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637861,2021-04-21T01:47:06Z,J1,HA,16								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637861,2021-04-21T01:47:09Z,J1,HA,6								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637861,2021-04-21T01:47:10Z,J1,HA,1								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637861,2021-04-21T01:47:11Z,J1,HA,2								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637861,2021-04-21T01:47:28Z,J2,HA,126								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
900_228000637861,2021-04-21T01:49:46Z,J3,HA,0								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637861,2021-04-21T01:49:48Z,J3,HA,3								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637861,2021-04-21T01:50:08Z,J3,HA,1								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637861,2021-04-21T01:50:08Z,J3,HA,4								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637861,2021-04-21T01:50:11Z,J3,HA,1								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637861,2021-04-21T01:50:12Z,J3,HA,1								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637861,2021-04-21T01:50:30Z,J3,HA,42								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637861,2021-04-21T01:50:35Z,J3,HA,9								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637861,2021-04-21T01:51:08Z,J4,HA,1374								,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,12,Above JP Crossing,41.5898,-70.572418,#d95f0e
900_228000637861,2021-04-21T21:12:06Z,D1,HA,706,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637861,2021-04-21T21:13:40Z,D2,HA,62,4/20/21,A,F,27.5,20:00:00,,Diablo,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637862,2021-04-21T22:57:25Z,A5,HA,336,4/20/21,A,F,29,20:01:00,,Angle Doo,Mullen_Hall,Mullen_Tabaracci,3,Dexters 1,41.5855,-70.572629,#3182bd
900_228000637862,2021-04-21T22:58:15Z,A6,HA,348,4/20/21,A,F,29,20:01:00,,Angle Doo,Mullen_Hall,Mullen_Tabaracci,4,Dexters 2,41.5855,-70.572629,#3182bd
900_228000637862,2021-04-21T23:48:44Z,J1,HA,.								,4/20/21,A,F,29,20:01:00,,Angle Doo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637862,2021-04-21T23:48:56Z,J2,HA,.								,4/20/21,A,F,29,20:01:00,,Angle Doo,Mullen_Hall,Mullen_Tabaracci,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
900_228000637862,2021-04-21T23:49:32Z,J1,HA,114								,4/20/21,A,F,29,20:01:00,,Angle Doo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637862,2021-04-21T23:49:34Z,J1,HA,4								,4/20/21,A,F,29,20:01:00,,Angle Doo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637862,2021-04-21T23:49:53Z,J1,HA,47								,4/20/21,A,F,29,20:01:00,,Angle Doo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637862,2021-04-21T23:53:47Z,J1,HA,577								,4/20/21,A,F,29,20:01:00,,Angle Doo,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637862,2021-04-21T23:53:58Z,J2,HA,746								,4/20/21,A,F,29,20:01:00,,Angle Doo,Mullen_Hall,Mullen_Tabaracci,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
900_228000637862,2021-04-21T23:53:59Z,J2,HA,1								,4/20/21,A,F,29,20:01:00,,Angle Doo,Mullen_Hall,Mullen_Tabaracci,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
900_228000637862,2021-04-21T23:54:51Z,J3,HA,.								,4/20/21,A,F,29,20:01:00,,Angle Doo,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637862,2021-04-21T23:54:52Z,J3,HA,2								,4/20/21,A,F,29,20:01:00,,Angle Doo,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637862,2021-04-21T23:54:53Z,J3,HA,2								,4/20/21,A,F,29,20:01:00,,Angle Doo,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637862,2021-04-21T23:55:06Z,J4,HA,.								,4/20/21,A,F,29,20:01:00,,Angle Doo,Mullen_Hall,Mullen_Tabaracci,12,Above JP Crossing,41.5898,-70.572418,#d95f0e
900_228000637863,2021-04-21T02:15:50Z,J1,HA,4								,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637863,2021-04-21T02:15:51Z,J1,HA,2								,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637863,2021-04-21T02:15:54Z,J1,HA,6								,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637863,2021-04-21T02:16:41Z,J1,HA,114								,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637863,2021-04-21T02:17:38Z,J1,HA,141								,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637863,2021-04-21T02:17:39Z,J1,HA,1								,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637863,2021-04-21T02:17:58Z,J1,HA,45								,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637863,2021-04-21T02:18:15Z,J1,HA,40								,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637863,2021-04-21T02:18:16Z,J1,HA,1								,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637863,2021-04-21T02:19:22Z,J2,HA,449								,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
900_228000637863,2021-04-21T02:21:14Z,J3,HA,254								,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637863,2021-04-21T02:21:16Z,J3,HA,1								,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637863,2021-04-21T02:22:19Z,J4,HA,1953								,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,12,Above JP Crossing,41.5898,-70.572418,#d95f0e
900_228000637863,2021-04-21T02:22:31Z,J3,HA,185								,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637863,2021-04-21T02:22:58Z,J3,HA,54								,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637863,2021-04-21T02:23:03Z,J3,HA,1								,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637863,2021-04-21T08:52:27Z,D1,HA,1922,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637863,2021-04-21T09:26:32Z,D1,HA,5306,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637863,2021-04-21T09:26:56Z,D1,HA,102,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637863,2021-04-21T09:34:18Z,D1,HA,2386,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637863,2021-04-21T09:34:29Z,D1,HA,41,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637863,2021-04-21T09:42:08Z,D1,HA,628,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637863,2021-04-21T09:45:31Z,D1,HA,14,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,20,Coon Pond Box,41.619134,-70.572175,#e34a33
900_228000637863,2021-04-21T09:54:04Z,D2,HA,3877,4/20/21,A,F,27.5,20:02:00,,Bob - Tabaracci,Mullen_Hall,Mullen_Tabaracci,21,Coon Pond,41.619134,-70.572175,#e34a33
900_228000637864,2021-04-21T02:30:02Z,J1,HA,20								,4/20/21,A,M,26.5,20:03:00,,Ai,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637864,2021-04-21T02:30:03Z,J1,HA,2								,4/20/21,A,M,26.5,20:03:00,,Ai,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637864,2021-04-21T02:30:22Z,J1,HA,4								,4/20/21,A,M,26.5,20:03:00,,Ai,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637864,2021-04-21T02:31:05Z,J1,HA,31								,4/20/21,A,M,26.5,20:03:00,,Ai,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637864,2021-04-21T02:31:06Z,J1,HA,1								,4/20/21,A,M,26.5,20:03:00,,Ai,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637864,2021-04-21T02:31:08Z,J1,HA,1								,4/20/21,A,M,26.5,20:03:00,,Ai,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637864,2021-04-21T02:31:40Z,J2,HA,898								,4/20/21,A,M,26.5,20:03:00,,Ai,Mullen_Hall,Mullen_Tabaracci,10,Bottom JP Corssing,41.5898,-70.572418,#fff7bc
900_228000637864,2021-04-21T02:34:58Z,J3,HA,1119								,4/20/21,A,M,26.5,20:03:00,,Ai,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637864,2021-04-21T02:34:59Z,J3,HA,1								,4/20/21,A,M,26.5,20:03:00,,Ai,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637864,2021-04-21T02:35:01Z,J3,HA,2								,4/20/21,A,M,26.5,20:03:00,,Ai,Mullen_Hall,Mullen_Tabaracci,11,Top JP Crossing,41.5898,-70.572418,#fec44f
900_228000637864,2021-04-21T02:35:57Z,J4,HA,1500								,4/20/21,A,M,26.5,20:03:00,,Ai,Mullen_Hall,Mullen_Tabaracci,12,Above JP Crossing,41.5898,-70.572418,#d95f0e
900_228000637864,2021-04-21T02:36:00Z,J4,HA,6								,4/20/21,A,M,26.5,20:03:00,,Ai,Mullen_Hall,Mullen_Tabaracci,12,Above JP Crossing,41.5898,-70.572418,#d95f0e
900_228000637865,2021-04-21T01:04:59Z,A5,HA,709,4/20/21,A,M,24.3,20:04:00,,Nate Jr.,Mullen_Hall,Mullen_Tabaracci,3,Dexters 1,41.5855,-70.572629,#3182bd
900_228000637865,2021-04-21T02:26:52Z,J1,HA,291								,4/20/21,A,M,24.3,20:04:00,,Nate Jr.,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
900_228000637865,2021-04-21T02:27:09Z,J1,HA,41								,4/20/21,A,M,24.3,20:04:00,,Nate Jr.,Mullen_Hall,Mullen_Tabaracci,9,Below JP Crossing,41.5898,-70.572418,#ffeda0
